Subzone,Population_Density,Latitude,Longitude,json,Restaurant_Number
Ang Mo Kio Town Centre,15178.2897,1.3712845,103.84699364624538,"[{'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4b0a18e6f964a520c02123e3', 'name': 'Xi Xiang Feng Yong Tau Foo 喜相逢酿豆腐', 'location': {'address': 'Ang Mo Kio Central Market & Food Centre, #01-23', 'crossStreet': '724 Ang Mo Kio Avenue 6', 'lat': 1.3719750629461769, 'lng': 103.8464082321786, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3719750629461769, 'lng': 103.8464082321786}], 'distance': 100, 'postalCode': '560724', 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['Ang Mo Kio Central Market & Food Centre, #01-23 (724 Ang Mo Kio Avenue 6)', '560724', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4b0a18e6f964a520c02123e3-0'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '50712b67e4b0548504446dea', 'name': 'Face Ban Mian 非板面 (Ang Mo Kio)', 'location': {'address': '722 Ang Mo Kio Ave 8', 'crossStreet': 'Ang Mo Kio Central', 'lat': 1.3720308862082362, 'lng': 103.84750442817865, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3720308862082362, 'lng': 103.84750442817865}], 'distance': 100, 'postalCode': '560722', 'cc': 'SG', 'neighborhood': 'Ang Mo Kio', 'country': 'Singapore', 'formattedAddress': ['722 Ang Mo Kio Ave 8 (Ang Mo Kio Central)', '560722', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-50712b67e4b0548504446dea-1'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '53c68f51498efd710da56841', 'name': 'e品红麻辣香锅 Mala Hot Pot', 'location': {'address': 'S11 Ang Mo Kio', 'lat': 1.3714982901834443, 'lng': 103.84780316423276, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3714982901834443, 'lng': 103.84780316423276}], 'distance': 93, 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['S11 Ang Mo Kio', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-53c68f51498efd710da56841-2'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4b7fce65f964a520903e30e3', 'name': 'AMK 347 Food House', 'location': {'address': '347, Ang Mo Kio Avenue 3', 'lat': 1.367601595486527, 'lng': 103.84837187141285, 'labeledLatLngs': [{'label': 'display', 'lat': 1.367601595486527, 'lng': 103.84837187141285}], 'distance': 437, 'postalCode': '560347', 'cc': 'SG', 'neighborhood': 'Ang Mo Kio', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['347, Ang Mo Kio Avenue 3', '560347', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4b7fce65f964a520903e30e3-3'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4da82a6e4df0af29b706a8d3', 'name': 'Broadway Claypot Rice', 'location': {'address': 'Broadway Coffeeshop', 'crossStreet': 'Blk 727 Ang Mo Kio Ave 6', 'lat': 1.372199, 'lng': 103.845558, 'labeledLatLngs': [{'label': 'display', 'lat': 1.372199, 'lng': 103.845558}], 'distance': 189, 'postalCode': '560727', 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['Broadway Coffeeshop (Blk 727 Ang Mo Kio Ave 6)', '560727', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4da82a6e4df0af29b706a8d3-4'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '577c92fa498e3c2b4f07794f', 'name': 'Master Fried Rice', 'location': {'address': '#01-11 Ang Mo Kio Central Food Centre', 'crossStreet': '724 Ang Mo Kio Ave 6', 'lat': 1.3719495611302253, 'lng': 103.84634878544603, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3719495611302253, 'lng': 103.84634878544603}], 'distance': 103, 'postalCode': '560724', 'cc': 'SG', 'neighborhood': 'Ang Mo Kio', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['#01-11 Ang Mo Kio Central Food Centre (724 Ang Mo Kio Ave 6)', '560724', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}, 'venuePage': {'id': '498143016'}}, 'referralId': 'e-0-577c92fa498e3c2b4f07794f-5'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4d0d852f903d3704f4cdc455', 'name': 'Jia Jia Yong Tau Foo @ Ang Mo Kio Market & Food Centre', 'location': {'address': 'Blk 724 Ang Mo Kio Ave 6', 'lat': 1.3721377099730145, 'lng': 103.84666668477166, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3721377099730145, 'lng': 103.84666668477166}], 'distance': 101, 'cc': 'SG', 'country': 'Singapore', 'formattedAddress': ['Blk 724 Ang Mo Kio Ave 6', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4d0d852f903d3704f4cdc455-6'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4d7208e9f7c38cfa37d89f3d', 'name': 'Yishun 925 Chicken Rice', 'location': {'address': 'Blk 722 Ang Mo Kio Ave 8', 'lat': 1.3721276112856176, 'lng': 103.84758510658367, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3721276112856176, 'lng': 103.84758510658367}], 'distance': 114, 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['Blk 722 Ang Mo Kio Ave 8', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4d7208e9f7c38cfa37d89f3d-7'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '50d14113e4b0a239c380c528', 'name': 'Seng Bee Congee', 'location': {'address': 'Blk 724 Ang Mo Kio Ave 6 #01-32', 'lat': 1.3720648103451694, 'lng': 103.84636748243003, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3720648103451694, 'lng': 103.84636748243003}], 'distance': 111, 'cc': 'SG', 'country': 'Singapore', 'formattedAddress': ['Blk 724 Ang Mo Kio Ave 6 #01-32', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-50d14113e4b0a239c380c528-8'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4f2e6cd5e4b0118a86cbeaa8', 'name': 'A1 起骨鸡饭 Chicken Rice', 'location': {'address': '724 Ang Mo Kio Avenue 6 #01-42', 'lat': 1.372115649116939, 'lng': 103.84622028317669, 'labeledLatLngs': [{'label': 'display', 'lat': 1.372115649116939, 'lng': 103.84622028317669}], 'distance': 126, 'postalCode': '560724', 'cc': 'SG', 'country': 'Singapore', 'formattedAddress': ['724 Ang Mo Kio Avenue 6 #01-42', '560724', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4f2e6cd5e4b0118a86cbeaa8-9'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4b9cca67f964a520bc7b36e3', 'name': 'Bee Cheng Hiang', 'location': {'address': 'Blk 709 Ang Mo Kio Ave 8', 'lat': 1.371065876667397, 'lng': 103.84775161743164, 'labeledLatLngs': [{'label': 'display', 'lat': 1.371065876667397, 'lng': 103.84775161743164}], 'distance': 87, 'postalCode': '560709', 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['Blk 709 Ang Mo Kio Ave 8', '560709', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4b9cca67f964a520bc7b36e3-10'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4f44af07e4b0f766d4792b3b', 'name': 'Qi Le Boneless Chicken Rice', 'location': {'address': 'S11 Foodcourt', 'crossStreet': '51 Ang Mo Kio Ave 3', 'lat': 1.3692151453053114, 'lng': 103.84727418422699, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3692151453053114, 'lng': 103.84727418422699}], 'distance': 232, 'postalCode': '569922', 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['S11 Foodcourt (51 Ang Mo Kio Ave 3)', '569922', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4f44af07e4b0f766d4792b3b-11'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '5799ecad498ec6d503ab8a53', 'name': 'Mr Teh Tarik', 'location': {'address': 'Blk 728 Ang Mo Kio Avenue 6', 'crossStreet': 'Ang Mo Kio Central', 'lat': 1.3721677783775261, 'lng': 103.84560223678665, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3721677783775261, 'lng': 103.84560223678665}], 'distance': 183, 'postalCode': '560728', 'cc': 'SG', 'state': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['Blk 728 Ang Mo Kio Avenue 6 (Ang Mo Kio Central)', '560728', 'Singapore']}, 'categories': [{'id': '52e81612bcbc57f1066b79ff', 'name': 'Halal Restaurant', 'pluralName': 'Halal Restaurants', 'shortName': 'Halal', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/halal_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-5799ecad498ec6d503ab8a53-12'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4d84969261676dcb331e75e4', 'name': 'Seafood Park', 'location': {'address': 'Blk 722 Ang Mo Kio', 'crossStreet': 'Ang Mo Kio Central', 'lat': 1.3720760449459175, 'lng': 103.84749412815104, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3720760449459175, 'lng': 103.84749412815104}], 'distance': 104, 'postalCode': '560722', 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['Blk 722 Ang Mo Kio (Ang Mo Kio Central)', '560722', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4d84969261676dcb331e75e4-13'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4d4caa58920aa35d879341a3', 'name': 'Pontian Wanton Noodles', 'location': {'address': '724 Ang Mo Kio Ave 6 #01-16', 'lat': 1.37179026038928, 'lng': 103.8463335133574, 'labeledLatLngs': [{'label': 'display', 'lat': 1.37179026038928, 'lng': 103.8463335133574}], 'distance': 92, 'postalCode': '560724', 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['724 Ang Mo Kio Ave 6 #01-16', '560724', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4d4caa58920aa35d879341a3-14'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4cda3b18c409b60c8cbbcd1a', 'name': 'Ban Chuan Braised Duck Rice', 'location': {'address': 'Ang Mo Kio Ave 6 Food Center #01-19', 'lat': 1.3719977949482454, 'lng': 103.84641083773613, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3719977949482454, 'lng': 103.84641083773613}], 'distance': 102, 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['Ang Mo Kio Ave 6 Food Center #01-19', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4cda3b18c409b60c8cbbcd1a-15'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '5c41c0745455b2002cc7adc1', 'name': 'Wok Hey', 'location': {'address': '#01-36, AMK Hub', 'crossStreet': '53 Ang Mo Kio Ave 3', 'lat': 1.369195, 'lng': 103.84792, 'labeledLatLngs': [{'label': 'display', 'lat': 1.369195, 'lng': 103.84792}], 'distance': 254, 'postalCode': '569933', 'cc': 'SG', 'country': 'Singapore', 'formattedAddress': ['#01-36, AMK Hub (53 Ang Mo Kio Ave 3)', '569933', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-5c41c0745455b2002cc7adc1-16'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4e9a3fb2cc215f3adcbbb6e3', 'name': 'Sin Choon Braised Duck & Kway Chap', 'location': {'address': '724 Ang Mo Kio Avenue 6 #01-26', 'crossStreet': 'Ang Mo Kio Central', 'lat': 1.3721111021797896, 'lng': 103.8464829325676, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3721111021797896, 'lng': 103.8464829325676}], 'distance': 108, 'postalCode': '560724', 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['724 Ang Mo Kio Avenue 6 #01-26 (Ang Mo Kio Central)', '560724', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4e9a3fb2cc215f3adcbbb6e3-17'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '5285f3cd11d2b6a8411ecef4', 'name': 'Broadway Coffeeshop', 'location': {'address': 'Blk 727 Ang Mo Kio Ave 6', 'lat': 1.3730720409991226, 'lng': 103.84639344910318, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3730720409991226, 'lng': 103.84639344910318}], 'distance': 209, 'cc': 'SG', 'country': 'Singapore', 'formattedAddress': ['Blk 727 Ang Mo Kio Ave 6', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d120951735', 'name': 'Food Court', 'pluralName': 'Food Courts', 'shortName': 'Food Court', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_foodcourt_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-5285f3cd11d2b6a8411ecef4-18'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4d3c0d2d457cb60c8450eca4', 'name': 'S11', 'location': {'address': '51 Ang Mo Kio Ave 3', 'crossStreet': '51@AMK', 'lat': 1.3692339154074389, 'lng': 103.84727954864502, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3692339154074389, 'lng': 103.84727954864502}], 'distance': 230, 'postalCode': '569922', 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['51 Ang Mo Kio Ave 3 (51@AMK)', '569922', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d120951735', 'name': 'Food Court', 'pluralName': 'Food Courts', 'shortName': 'Food Court', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_foodcourt_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4d3c0d2d457cb60c8450eca4-19'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4c9d62080313370420b45ed5', 'name': '628 Ang Mo Kio Market & Food Centre', 'location': {'address': 'Blk 628 Ang Mo Kio Ave 4', 'crossStreet': 'Ang Mo Kio St 61', 'lat': 1.3710172, 'lng': 103.8459473, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3710172, 'lng': 103.8459473}], 'distance': 120, 'postalCode': '560628', 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['Blk 628 Ang Mo Kio Ave 4 (Ang Mo Kio St 61)', '560628', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d120951735', 'name': 'Food Court', 'pluralName': 'Food Courts', 'shortName': 'Food Court', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_foodcourt_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4c9d62080313370420b45ed5-20'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '50138eaee4b05d9dc80ae5b0', 'name': 'Hong Kong Sheng Kee Dessert 香港盛記甜品 (Hong Kong Sheng Kee Dessert)', 'location': {'address': 'AMK Hub', 'lat': 1.3694734476071224, 'lng': 103.84924062572215, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3694734476071224, 'lng': 103.84924062572215}], 'distance': 321, 'postalCode': '569933', 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['AMK Hub', '569933', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d1d0941735', 'name': 'Dessert Shop', 'pluralName': 'Dessert Shops', 'shortName': 'Desserts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dessert_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-50138eaee4b05d9dc80ae5b0-21'}, {'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '51e003b8498e7eb37f7b62dd', 'name': 'Xin Wang Hong Kong Café', 'location': {'address': '#01-10, DJITSUN Mall', 'crossStreet': '5 Ang Mo Kio Central 2', 'lat': 1.3730319985519515, 'lng': 103.84755228723446, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3730319985519515, 'lng': 103.84755228723446}], 'distance': 204, 'postalCode': '569663', 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['#01-10, DJITSUN Mall (5 Ang Mo Kio Central 2)', '569663', 'Singapore']}, 'categories': [{'id': '52af3add3cf9994f4e043bf5', 'name': 'Hong Kong Restaurant', 'pluralName': 'Hong Kong Restaurants', 'shortName': 'Hong Kong', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-51e003b8498e7eb37f7b62dd-22'}]",23
Cheng San,29411.1484,1.357107,103.8194992,"[{'reasons': {'count': 0, 'items': [{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]}, 'venue': {'id': '4e1fc00efa761d67106b4d4c', 'name': 'Silk Restaurant', 'location': {'address': 'Singapore Island Country Club', 'crossStreet': 'Island Club Rd', 'lat': 1.3590860183072042, 'lng': 103.8186342905547, 'labeledLatLngs': [{'label': 'display', 'lat': 1.3590860183072042, 'lng': 103.8186342905547}], 'distance': 240, 'cc': 'SG', 'city': 'Singapore', 'country': 'Singapore', 'formattedAddress': ['Singapore Island Country Club (Island Club Rd)', 'Singapore']}, 'categories': [{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}], 'photos': {'count': 0, 'groups': []}}, 'referralId': 'e-0-4e1fc00efa761d67106b4d4c-0'}]",1
